dimdateid,datetype,fulldate,yearnum,yearbegindate,yearenddate,daynumofweek,daynumofmonth,daynumofquarter,daynumofyear,dayofweekname,dayofweekabbreviation,juliandaynumofyear,isweekday,isfederalusholiday,holidaydescription,islastdayofweek,islastdayofmonth,islastdayofquarter,islastdayofyear,weekofyearbegindate,weekofyearenddate,weekofmonthbegindate,weekofmonthenddate,weekofquarterbegindate,weekofquarterenddate,weeknumofmonth,weeknumofquarter,weeknumofyear,monthname,monthnameabbreviation,monthbegindate,monthenddate,monthnumofyear,monthformatyyyymm,quarternumofyear,quarterbegindate,quarterenddate,quarterformatyyyyqq,quarterformatqq,fiscalmonthofyear,fiscalquarter,fiscalyear,fiscalyearmonthyyyymm,fiscalyearquarteryyyyqq
20230326,Normal,3/26/2023,2023,1/1/2023,12/31/2023,1,26,85,85,Sunday,Sun,2023085,N,N,Not a Holiday,N,N,N,N,3/26/2023,4/1/2023,3/26/2023,3/31/2023,3/26/2023,3/31/2023,5,13,13,March,Mar,3/1/2023,3/31/2023,3,2023/03,1,1/1/2023,3/31/2023,2023Q1,Q1,6,2,2023,202306,2023Q2
20230327,Normal,3/27/2023,2023,1/1/2023,12/31/2023,2,27,86,86,Monday,Mon,2023086,Y,N,Not a Holiday,N,N,N,N,3/26/2023,4/1/2023,3/26/2023,3/31/2023,3/26/2023,3/31/2023,5,13,13,March,Mar,3/1/2023,3/31/2023,3,2023/03,1,1/1/2023,3/31/2023,2023Q1,Q1,6,2,2023,202306,2023Q2
20230328,Normal,3/28/2023,2023,1/1/2023,12/31/2023,3,28,87,87,Tuesday,Tue,2023087,Y,N,Not a Holiday,N,N,N,N,3/26/2023,4/1/2023,3/26/2023,3/31/2023,3/26/2023,3/31/2023,5,13,13,March,Mar,3/1/2023,3/31/2023,3,2023/03,1,1/1/2023,3/31/2023,2023Q1,Q1,6,2,2023,202306,2023Q2
20230329,Normal,3/29/2023,2023,1/1/2023,12/31/2023,4,29,88,88,Wednesday,Wed,2023088,Y,N,Not a Holiday,N,N,N,N,3/26/2023,4/1/2023,3/26/2023,3/31/2023,3/26/2023,3/31/2023,5,13,13,March,Mar,3/1/2023,3/31/2023,3,2023/03,1,1/1/2023,3/31/2023,2023Q1,Q1,6,2,2023,202306,2023Q2
20230330,Normal,3/30/2023,2023,1/1/2023,12/31/2023,5,30,89,89,Thursday,Thu,2023089,Y,N,Not a Holiday,N,N,N,N,3/26/2023,4/1/2023,3/26/2023,3/31/2023,3/26/2023,3/31/2023,5,13,13,March,Mar,3/1/2023,3/31/2023,3,2023/03,1,1/1/2023,3/31/2023,2023Q1,Q1,6,2,2023,202306,2023Q2
20230331,Normal,3/31/2023,2023,1/1/2023,12/31/2023,6,31,90,90,Friday,Fri,2023090,Y,N,Not a Holiday,N,Y,Y,N,3/26/2023,4/1/2023,3/26/2023,3/31/2023,3/26/2023,3/31/2023,5,13,13,March,Mar,3/1/2023,3/31/2023,3,2023/03,1,1/1/2023,3/31/2023,2023Q1,Q1,6,2,2023,202306,2023Q2
20230401,Normal,4/1/2023,2023,1/1/2023,12/31/2023,7,1,1,91,Saturday,Sat,2023091,N,N,Not a Holiday,Y,N,N,N,3/26/2023,4/1/2023,4/1/2023,4/1/2023,4/1/2023,4/8/2023,1,1,13,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230402,Normal,4/2/2023,2023,1/1/2023,12/31/2023,1,2,2,92,Sunday,Sun,2023092,N,N,Not a Holiday,N,N,N,N,4/2/2023,4/8/2023,4/2/2023,4/8/2023,4/1/2023,4/8/2023,2,1,14,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230403,Normal,4/3/2023,2023,1/1/2023,12/31/2023,2,3,3,93,Monday,Mon,2023093,Y,N,Not a Holiday,N,N,N,N,4/2/2023,4/8/2023,4/2/2023,4/8/2023,4/1/2023,4/8/2023,2,1,14,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230404,Normal,4/4/2023,2023,1/1/2023,12/31/2023,3,4,4,94,Tuesday,Tue,2023094,Y,N,Not a Holiday,N,N,N,N,4/2/2023,4/8/2023,4/2/2023,4/8/2023,4/1/2023,4/8/2023,2,1,14,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230405,Normal,4/5/2023,2023,1/1/2023,12/31/2023,4,5,5,95,Wednesday,Wed,2023095,Y,N,Not a Holiday,N,N,N,N,4/2/2023,4/8/2023,4/2/2023,4/8/2023,4/1/2023,4/8/2023,2,1,14,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230406,Normal,4/6/2023,2023,1/1/2023,12/31/2023,5,6,6,96,Thursday,Thu,2023096,Y,N,Not a Holiday,N,N,N,N,4/2/2023,4/8/2023,4/2/2023,4/8/2023,4/1/2023,4/8/2023,2,1,14,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230407,Normal,4/7/2023,2023,1/1/2023,12/31/2023,6,7,7,97,Friday,Fri,2023097,Y,N,Not a Holiday,N,N,N,N,4/2/2023,4/8/2023,4/2/2023,4/8/2023,4/1/2023,4/8/2023,2,1,14,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230408,Normal,4/8/2023,2023,1/1/2023,12/31/2023,7,8,8,98,Saturday,Sat,2023098,N,N,Not a Holiday,Y,N,N,N,4/2/2023,4/8/2023,4/2/2023,4/8/2023,4/1/2023,4/8/2023,2,1,14,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230409,Normal,4/9/2023,2023,1/1/2023,12/31/2023,1,9,9,99,Sunday,Sun,2023099,N,N,Not a Holiday,N,N,N,N,4/9/2023,4/15/2023,4/9/2023,4/15/2023,4/9/2023,4/15/2023,3,2,15,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230410,Normal,4/10/2023,2023,1/1/2023,12/31/2023,2,10,10,100,Monday,Mon,2023100,Y,N,Not a Holiday,N,N,N,N,4/9/2023,4/15/2023,4/9/2023,4/15/2023,4/9/2023,4/15/2023,3,2,15,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230411,Normal,4/11/2023,2023,1/1/2023,12/31/2023,3,11,11,101,Tuesday,Tue,2023101,Y,N,Not a Holiday,N,N,N,N,4/9/2023,4/15/2023,4/9/2023,4/15/2023,4/9/2023,4/15/2023,3,2,15,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230412,Normal,4/12/2023,2023,1/1/2023,12/31/2023,4,12,12,102,Wednesday,Wed,2023102,Y,N,Not a Holiday,N,N,N,N,4/9/2023,4/15/2023,4/9/2023,4/15/2023,4/9/2023,4/15/2023,3,2,15,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230413,Normal,4/13/2023,2023,1/1/2023,12/31/2023,5,13,13,103,Thursday,Thu,2023103,Y,N,Not a Holiday,N,N,N,N,4/9/2023,4/15/2023,4/9/2023,4/15/2023,4/9/2023,4/15/2023,3,2,15,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230414,Normal,4/14/2023,2023,1/1/2023,12/31/2023,6,14,14,104,Friday,Fri,2023104,Y,N,Not a Holiday,N,N,N,N,4/9/2023,4/15/2023,4/9/2023,4/15/2023,4/9/2023,4/15/2023,3,2,15,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230415,Normal,4/15/2023,2023,1/1/2023,12/31/2023,7,15,15,105,Saturday,Sat,2023105,N,N,Not a Holiday,Y,N,N,N,4/9/2023,4/15/2023,4/9/2023,4/15/2023,4/9/2023,4/15/2023,3,2,15,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230416,Normal,4/16/2023,2023,1/1/2023,12/31/2023,1,16,16,106,Sunday,Sun,2023106,N,N,Not a Holiday,N,N,N,N,4/16/2023,4/22/2023,4/16/2023,4/22/2023,4/16/2023,4/22/2023,4,3,16,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230417,Normal,4/17/2023,2023,1/1/2023,12/31/2023,2,17,17,107,Monday,Mon,2023107,Y,N,Not a Holiday,N,N,N,N,4/16/2023,4/22/2023,4/16/2023,4/22/2023,4/16/2023,4/22/2023,4,3,16,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230418,Normal,4/18/2023,2023,1/1/2023,12/31/2023,3,18,18,108,Tuesday,Tue,2023108,Y,N,Not a Holiday,N,N,N,N,4/16/2023,4/22/2023,4/16/2023,4/22/2023,4/16/2023,4/22/2023,4,3,16,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230419,Normal,4/19/2023,2023,1/1/2023,12/31/2023,4,19,19,109,Wednesday,Wed,2023109,Y,N,Not a Holiday,N,N,N,N,4/16/2023,4/22/2023,4/16/2023,4/22/2023,4/16/2023,4/22/2023,4,3,16,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230420,Normal,4/20/2023,2023,1/1/2023,12/31/2023,5,20,20,110,Thursday,Thu,2023110,Y,N,Not a Holiday,N,N,N,N,4/16/2023,4/22/2023,4/16/2023,4/22/2023,4/16/2023,4/22/2023,4,3,16,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230421,Normal,4/21/2023,2023,1/1/2023,12/31/2023,6,21,21,111,Friday,Fri,2023111,Y,N,Not a Holiday,N,N,N,N,4/16/2023,4/22/2023,4/16/2023,4/22/2023,4/16/2023,4/22/2023,4,3,16,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230422,Normal,4/22/2023,2023,1/1/2023,12/31/2023,7,22,22,112,Saturday,Sat,2023112,N,N,Not a Holiday,Y,N,N,N,4/16/2023,4/22/2023,4/16/2023,4/22/2023,4/16/2023,4/22/2023,4,3,16,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230423,Normal,4/23/2023,2023,1/1/2023,12/31/2023,1,23,23,113,Sunday,Sun,2023113,N,N,Not a Holiday,N,N,N,N,4/23/2023,4/29/2023,4/23/2023,4/29/2023,4/23/2023,4/29/2023,5,4,17,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230424,Normal,4/24/2023,2023,1/1/2023,12/31/2023,2,24,24,114,Monday,Mon,2023114,Y,N,Not a Holiday,N,N,N,N,4/23/2023,4/29/2023,4/23/2023,4/29/2023,4/23/2023,4/29/2023,5,4,17,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230425,Normal,4/25/2023,2023,1/1/2023,12/31/2023,3,25,25,115,Tuesday,Tue,2023115,Y,N,Not a Holiday,N,N,N,N,4/23/2023,4/29/2023,4/23/2023,4/29/2023,4/23/2023,4/29/2023,5,4,17,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230426,Normal,4/26/2023,2023,1/1/2023,12/31/2023,4,26,26,116,Wednesday,Wed,2023116,Y,N,Not a Holiday,N,N,N,N,4/23/2023,4/29/2023,4/23/2023,4/29/2023,4/23/2023,4/29/2023,5,4,17,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230427,Normal,4/27/2023,2023,1/1/2023,12/31/2023,5,27,27,117,Thursday,Thu,2023117,Y,N,Not a Holiday,N,N,N,N,4/23/2023,4/29/2023,4/23/2023,4/29/2023,4/23/2023,4/29/2023,5,4,17,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230428,Normal,4/28/2023,2023,1/1/2023,12/31/2023,6,28,28,118,Friday,Fri,2023118,Y,N,Not a Holiday,N,N,N,N,4/23/2023,4/29/2023,4/23/2023,4/29/2023,4/23/2023,4/29/2023,5,4,17,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230429,Normal,4/29/2023,2023,1/1/2023,12/31/2023,7,29,29,119,Saturday,Sat,2023119,N,N,Not a Holiday,Y,N,N,N,4/23/2023,4/29/2023,4/23/2023,4/29/2023,4/23/2023,4/29/2023,5,4,17,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230430,Normal,4/30/2023,2023,1/1/2023,12/31/2023,1,30,30,120,Sunday,Sun,2023120,N,N,Not a Holiday,N,Y,N,N,4/30/2023,5/6/2023,4/30/2023,4/30/2023,4/30/2023,5/6/2023,6,5,18,April,Apr,4/1/2023,4/30/2023,4,2023/04,2,4/1/2023,6/30/2023,2023Q2,Q2,7,3,2023,202307,2023Q3
20230501,Normal,5/1/2023,2023,1/1/2023,12/31/2023,2,1,31,121,Monday,Mon,2023121,Y,N,Not a Holiday,N,N,N,N,4/30/2023,5/6/2023,5/1/2023,5/6/2023,4/30/2023,5/6/2023,1,5,18,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230502,Normal,5/2/2023,2023,1/1/2023,12/31/2023,3,2,32,122,Tuesday,Tue,2023122,Y,N,Not a Holiday,N,N,N,N,4/30/2023,5/6/2023,5/1/2023,5/6/2023,4/30/2023,5/6/2023,1,5,18,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230503,Normal,5/3/2023,2023,1/1/2023,12/31/2023,4,3,33,123,Wednesday,Wed,2023123,Y,N,Not a Holiday,N,N,N,N,4/30/2023,5/6/2023,5/1/2023,5/6/2023,4/30/2023,5/6/2023,1,5,18,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230504,Normal,5/4/2023,2023,1/1/2023,12/31/2023,5,4,34,124,Thursday,Thu,2023124,Y,N,Not a Holiday,N,N,N,N,4/30/2023,5/6/2023,5/1/2023,5/6/2023,4/30/2023,5/6/2023,1,5,18,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230505,Normal,5/5/2023,2023,1/1/2023,12/31/2023,6,5,35,125,Friday,Fri,2023125,Y,N,Not a Holiday,N,N,N,N,4/30/2023,5/6/2023,5/1/2023,5/6/2023,4/30/2023,5/6/2023,1,5,18,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230506,Normal,5/6/2023,2023,1/1/2023,12/31/2023,7,6,36,126,Saturday,Sat,2023126,N,N,Not a Holiday,Y,N,N,N,4/30/2023,5/6/2023,5/1/2023,5/6/2023,4/30/2023,5/6/2023,1,5,18,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230507,Normal,5/7/2023,2023,1/1/2023,12/31/2023,1,7,37,127,Sunday,Sun,2023127,N,N,Not a Holiday,N,N,N,N,5/7/2023,5/13/2023,5/7/2023,5/13/2023,5/7/2023,5/13/2023,2,6,19,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230508,Normal,5/8/2023,2023,1/1/2023,12/31/2023,2,8,38,128,Monday,Mon,2023128,Y,N,Not a Holiday,N,N,N,N,5/7/2023,5/13/2023,5/7/2023,5/13/2023,5/7/2023,5/13/2023,2,6,19,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230509,Normal,5/9/2023,2023,1/1/2023,12/31/2023,3,9,39,129,Tuesday,Tue,2023129,Y,N,Not a Holiday,N,N,N,N,5/7/2023,5/13/2023,5/7/2023,5/13/2023,5/7/2023,5/13/2023,2,6,19,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230510,Normal,5/10/2023,2023,1/1/2023,12/31/2023,4,10,40,130,Wednesday,Wed,2023130,Y,N,Not a Holiday,N,N,N,N,5/7/2023,5/13/2023,5/7/2023,5/13/2023,5/7/2023,5/13/2023,2,6,19,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230511,Normal,5/11/2023,2023,1/1/2023,12/31/2023,5,11,41,131,Thursday,Thu,2023131,Y,N,Not a Holiday,N,N,N,N,5/7/2023,5/13/2023,5/7/2023,5/13/2023,5/7/2023,5/13/2023,2,6,19,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230512,Normal,5/12/2023,2023,1/1/2023,12/31/2023,6,12,42,132,Friday,Fri,2023132,Y,N,Not a Holiday,N,N,N,N,5/7/2023,5/13/2023,5/7/2023,5/13/2023,5/7/2023,5/13/2023,2,6,19,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230513,Normal,5/13/2023,2023,1/1/2023,12/31/2023,7,13,43,133,Saturday,Sat,2023133,N,N,Not a Holiday,Y,N,N,N,5/7/2023,5/13/2023,5/7/2023,5/13/2023,5/7/2023,5/13/2023,2,6,19,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230514,Normal,5/14/2023,2023,1/1/2023,12/31/2023,1,14,44,134,Sunday,Sun,2023134,N,N,Not a Holiday,N,N,N,N,5/14/2023,5/20/2023,5/14/2023,5/20/2023,5/14/2023,5/20/2023,3,7,20,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230515,Normal,5/15/2023,2023,1/1/2023,12/31/2023,2,15,45,135,Monday,Mon,2023135,Y,N,Not a Holiday,N,N,N,N,5/14/2023,5/20/2023,5/14/2023,5/20/2023,5/14/2023,5/20/2023,3,7,20,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230516,Normal,5/16/2023,2023,1/1/2023,12/31/2023,3,16,46,136,Tuesday,Tue,2023136,Y,N,Not a Holiday,N,N,N,N,5/14/2023,5/20/2023,5/14/2023,5/20/2023,5/14/2023,5/20/2023,3,7,20,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230517,Normal,5/17/2023,2023,1/1/2023,12/31/2023,4,17,47,137,Wednesday,Wed,2023137,Y,N,Not a Holiday,N,N,N,N,5/14/2023,5/20/2023,5/14/2023,5/20/2023,5/14/2023,5/20/2023,3,7,20,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230518,Normal,5/18/2023,2023,1/1/2023,12/31/2023,5,18,48,138,Thursday,Thu,2023138,Y,N,Not a Holiday,N,N,N,N,5/14/2023,5/20/2023,5/14/2023,5/20/2023,5/14/2023,5/20/2023,3,7,20,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230519,Normal,5/19/2023,2023,1/1/2023,12/31/2023,6,19,49,139,Friday,Fri,2023139,Y,N,Not a Holiday,N,N,N,N,5/14/2023,5/20/2023,5/14/2023,5/20/2023,5/14/2023,5/20/2023,3,7,20,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230520,Normal,5/20/2023,2023,1/1/2023,12/31/2023,7,20,50,140,Saturday,Sat,2023140,N,N,Not a Holiday,Y,N,N,N,5/14/2023,5/20/2023,5/14/2023,5/20/2023,5/14/2023,5/20/2023,3,7,20,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230521,Normal,5/21/2023,2023,1/1/2023,12/31/2023,1,21,51,141,Sunday,Sun,2023141,N,N,Not a Holiday,N,N,N,N,5/21/2023,5/27/2023,5/21/2023,5/27/2023,5/21/2023,5/27/2023,4,8,21,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230522,Normal,5/22/2023,2023,1/1/2023,12/31/2023,2,22,52,142,Monday,Mon,2023142,Y,N,Not a Holiday,N,N,N,N,5/21/2023,5/27/2023,5/21/2023,5/27/2023,5/21/2023,5/27/2023,4,8,21,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230523,Normal,5/23/2023,2023,1/1/2023,12/31/2023,3,23,53,143,Tuesday,Tue,2023143,Y,N,Not a Holiday,N,N,N,N,5/21/2023,5/27/2023,5/21/2023,5/27/2023,5/21/2023,5/27/2023,4,8,21,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230524,Normal,5/24/2023,2023,1/1/2023,12/31/2023,4,24,54,144,Wednesday,Wed,2023144,Y,N,Not a Holiday,N,N,N,N,5/21/2023,5/27/2023,5/21/2023,5/27/2023,5/21/2023,5/27/2023,4,8,21,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230525,Normal,5/25/2023,2023,1/1/2023,12/31/2023,5,25,55,145,Thursday,Thu,2023145,Y,N,Not a Holiday,N,N,N,N,5/21/2023,5/27/2023,5/21/2023,5/27/2023,5/21/2023,5/27/2023,4,8,21,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230526,Normal,5/26/2023,2023,1/1/2023,12/31/2023,6,26,56,146,Friday,Fri,2023146,Y,N,Not a Holiday,N,N,N,N,5/21/2023,5/27/2023,5/21/2023,5/27/2023,5/21/2023,5/27/2023,4,8,21,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230527,Normal,5/27/2023,2023,1/1/2023,12/31/2023,7,27,57,147,Saturday,Sat,2023147,N,N,Not a Holiday,Y,N,N,N,5/21/2023,5/27/2023,5/21/2023,5/27/2023,5/21/2023,5/27/2023,4,8,21,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230528,Normal,5/28/2023,2023,1/1/2023,12/31/2023,1,28,58,148,Sunday,Sun,2023148,N,N,Not a Holiday,N,N,N,N,5/28/2023,6/3/2023,5/28/2023,5/31/2023,5/28/2023,6/3/2023,5,9,22,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230529,Normal,5/29/2023,2023,1/1/2023,12/31/2023,2,29,59,149,Monday,Mon,2023149,Y,Y,Memorial Day,N,N,N,N,5/28/2023,6/3/2023,5/28/2023,5/31/2023,5/28/2023,6/3/2023,5,9,22,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230530,Normal,5/30/2023,2023,1/1/2023,12/31/2023,3,30,60,150,Tuesday,Tue,2023150,Y,N,Not a Holiday,N,N,N,N,5/28/2023,6/3/2023,5/28/2023,5/31/2023,5/28/2023,6/3/2023,5,9,22,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230531,Normal,5/31/2023,2023,1/1/2023,12/31/2023,4,31,61,151,Wednesday,Wed,2023151,Y,N,Not a Holiday,N,Y,N,N,5/28/2023,6/3/2023,5/28/2023,5/31/2023,5/28/2023,6/3/2023,5,9,22,May,May,5/1/2023,5/31/2023,5,2023/05,2,4/1/2023,6/30/2023,2023Q2,Q2,8,3,2023,202308,2023Q3
20230601,Normal,6/1/2023,2023,1/1/2023,12/31/2023,5,1,62,152,Thursday,Thu,2023152,Y,N,Not a Holiday,N,N,N,N,5/28/2023,6/3/2023,6/1/2023,6/3/2023,5/28/2023,6/3/2023,1,9,22,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230602,Normal,6/2/2023,2023,1/1/2023,12/31/2023,6,2,63,153,Friday,Fri,2023153,Y,N,Not a Holiday,N,N,N,N,5/28/2023,6/3/2023,6/1/2023,6/3/2023,5/28/2023,6/3/2023,1,9,22,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230603,Normal,6/3/2023,2023,1/1/2023,12/31/2023,7,3,64,154,Saturday,Sat,2023154,N,N,Not a Holiday,Y,N,N,N,5/28/2023,6/3/2023,6/1/2023,6/3/2023,5/28/2023,6/3/2023,1,9,22,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
20230604,Normal,6/4/2023,2023,1/1/2023,12/31/2023,1,4,65,155,Sunday,Sun,2023155,N,N,Not a Holiday,N,N,N,N,6/4/2023,6/10/2023,6/4/2023,6/10/2023,6/4/2023,6/10/2023,2,10,23,June,Jun,6/1/2023,6/30/2023,6,2023/06,2,4/1/2023,6/30/2023,2023Q2,Q2,9,3,2023,202309,2023Q3
