client_id,outcome,confidence,review_status
C00004433,Bad,0.94,Review Not Required
C00004434,Bad,0.75,Review Required
C00004435,Bad,0.79,Review Required
C00004436,Good,0.89,Review Not Required
C00004437,Good,0.85,Review Not Required
C00004438,Bad,0.94,Review Not Required
C00004439,Good,0.87,Review Not Required
C00004440,Bad,0.84,Review Not Required
C00004441,Bad,0.8,Review Not Required
C00004442,Good,0.82,Review Not Required
C00004444,Bad,0.81,Review Not Required
C00004445,Bad,0.91,Review Not Required
C00004446,Bad,0.87,Review Not Required
C00004447,Bad,0.8,Review Not Required
C00004448,Good,0.75,Review Required
C00004449,Good,0.88,Review Not Required
C00004450,Bad,0.96,Review Not Required
C00004451,Bad,0.8,Review Not Required
C00004452,Good,0.77,Review Required
C00004453,Good,0.98,Review Not Required
C00004454,Good,0.89,Review Not Required
C00004455,Bad,0.78,Review Required
C00004456,Good,0.84,Review Not Required
C00004457,Good,0.85,Review Not Required
C00004458,Bad,0.78,Review Required
C00004459,Bad,0.78,Review Required
C00004460,Bad,0.88,Review Not Required
C00004461,Good,0.75,Review Required
C00004462,Good,0.94,Review Not Required
C00004463,Good,0.95,Review Not Required
C00004464,Bad,0.89,Review Not Required
C00004465,Good,0.84,Review Not Required
C00004466,Good,0.87,Review Not Required
C00004467,Good,0.83,Review Not Required
C00004468,Good,0.92,Review Not Required
C00004469,Good,0.74,Review Required
C00004471,Good,0.72,Review Required
C00004472,Good,0.8,Review Not Required
C00004473,Good,0.89,Review Not Required
C00004474,Bad,0.87,Review Not Required
C00004476,Good,0.85,Review Not Required
C00004477,Good,0.95,Review Not Required
C00004478,Bad,0.74,Review Required
C00004479,Bad,0.93,Review Not Required
C00004480,Bad,0.76,Review Required
C00004481,Bad,0.96,Review Not Required
C00004482,Good,0.78,Review Required
C00004483,Bad,0.77,Review Required
C00004484,Bad,0.81,Review Not Required
C00004485,Bad,0.87,Review Not Required
C00004486,Good,0.83,Review Not Required
C00004487,Bad,0.91,Review Not Required
C00004488,Good,0.83,Review Not Required
C00004489,Good,0.77,Review Required
C00004490,Bad,0.83,Review Not Required
C00004491,Bad,0.8,Review Not Required
C00004492,Bad,0.72,Review Required
C00004493,Bad,0.8,Review Not Required
C00004494,Good,0.86,Review Not Required
C00004495,Good,0.87,Review Not Required
C00004496,Good,0.91,Review Not Required
C00004497,Good,0.79,Review Required
C00004498,Bad,0.86,Review Not Required
C00004499,Bad,0.8,Review Not Required
C00004500,Good,0.79,Review Required
C00004501,Bad,0.83,Review Not Required
C00004502,Good,0.95,Review Not Required
C00004503,Bad,0.89,Review Not Required
C00004504,Bad,0.87,Review Not Required
C00004505,Good,0.96,Review Not Required
C00004506,Bad,0.96,Review Not Required
C00004507,Good,0.82,Review Not Required
C00004508,Good,0.9,Review Not Required
C00004509,Bad,0.85,Review Not Required
C00004510,Bad,0.75,Review Required
C00004511,Bad,0.75,Review Required
C00004512,Good,0.86,Review Not Required
C00004514,Bad,0.97,Review Not Required
C00004515,Good,0.94,Review Not Required
C00004516,Good,1,Review Not Required
C00004518,Bad,0.76,Review Required
C00004519,Good,0.8,Review Not Required
C00004520,Good,0.84,Review Not Required
C00004521,Bad,0.98,Review Not Required
C00004522,Good,0.82,Review Not Required
C00004523,Bad,0.95,Review Not Required
C00004524,Bad,0.82,Review Not Required
C00004525,Good,0.86,Review Not Required
C00004526,Bad,0.83,Review Not Required
C00004527,Bad,0.86,Review Not Required
C00004528,Good,0.91,Review Not Required
C00004529,Bad,0.81,Review Not Required
C00004530,Good,0.89,Review Not Required
C00004531,Bad,0.77,Review Required
C00004532,Bad,0.91,Review Not Required
C00004533,Bad,0.92,Review Not Required
C00004534,Good,0.73,Review Required
C00004535,Bad,0.83,Review Not Required
C00004536,Bad,0.83,Review Not Required
C00004539,Good,0.9,Review Not Required
C00004540,Bad,0.99,Review Not Required
C00004541,Bad,0.95,Review Not Required
C00004542,Bad,0.81,Review Not Required
C00004543,Good,0.92,Review Not Required
C00004544,Bad,0.86,Review Not Required
C00004545,Bad,0.76,Review Required
C00004546,Good,0.91,Review Not Required
C00004547,Bad,0.85,Review Not Required
C00004548,Good,0.73,Review Required
C00004549,Good,1,Review Not Required
C00004550,Bad,0.94,Review Not Required
C00004551,Good,0.99,Review Not Required
C00004552,Bad,0.92,Review Not Required
C00004553,Good,0.93,Review Not Required
C00004554,Good,0.97,Review Not Required
C00004555,Good,0.8,Review Not Required
C00004556,Bad,0.87,Review Not Required
C00004557,Bad,0.82,Review Not Required
C00004558,Good,0.85,Review Not Required
C00004559,Good,0.94,Review Not Required
C00004560,Bad,0.9,Review Not Required
C00004561,Bad,0.89,Review Not Required
C00004562,Good,0.74,Review Required
C00004563,Bad,0.73,Review Required
C00004564,Good,0.99,Review Not Required
C00004565,Bad,0.91,Review Not Required
C00004567,Good,0.92,Review Not Required
C00004568,Bad,0.84,Review Not Required
C00004569,Bad,0.88,Review Not Required
C00004570,Bad,0.88,Review Not Required
C00004571,Good,0.81,Review Not Required
C00004572,Good,0.92,Review Not Required
C00004573,Good,0.84,Review Not Required
C00004574,Bad,0.86,Review Not Required
C00004575,Bad,1,Review Not Required
C00004576,Bad,0.79,Review Required
C00004577,Good,0.83,Review Not Required
C00004578,Good,0.99,Review Not Required
C00004579,Bad,0.83,Review Not Required
C00004580,Bad,0.75,Review Required
C00004581,Good,0.89,Review Not Required
C00004582,Good,0.75,Review Required
C00004583,Bad,0.89,Review Not Required
C00004584,Good,0.92,Review Not Required
C00004585,Good,0.78,Review Required
C00004586,Good,0.78,Review Required
C00004587,Bad,0.93,Review Not Required
C00004588,Good,0.83,Review Not Required
C00004589,Good,0.76,Review Required
C00004590,Bad,0.86,Review Not Required
C00004591,Bad,0.86,Review Not Required
C00004592,Bad,0.85,Review Not Required
C00004593,Bad,0.75,Review Required
C00004594,Good,0.95,Review Not Required
C00004595,Good,0.98,Review Not Required
C00004596,Good,0.86,Review Not Required
C00004597,Good,0.93,Review Not Required
C00004598,Bad,0.88,Review Not Required
C00004599,Bad,0.98,Review Not Required
C00004600,Bad,0.81,Review Not Required
C00004601,Bad,0.89,Review Not Required
C00004602,Bad,0.93,Review Not Required
C00004603,Good,0.72,Review Required
C00004604,Bad,0.87,Review Not Required
C00004605,Bad,0.83,Review Not Required
C00004606,Bad,0.72,Review Required
C00004607,Good,0.88,Review Not Required
C00004608,Good,0.94,Review Not Required
C00004609,Bad,0.86,Review Not Required
C00004610,Good,0.72,Review Required
C00004611,Bad,0.91,Review Not Required
C00004612,Bad,0.89,Review Not Required
C00004615,Bad,0.99,Review Not Required
C00004617,Good,0.97,Review Not Required
C00004618,Good,0.81,Review Not Required
C00004619,Good,0.9,Review Not Required
C00004620,Bad,0.82,Review Not Required
C00004621,Good,0.93,Review Not Required
C00004622,Bad,0.79,Review Required
C00004623,Good,0.75,Review Required
C00004624,Bad,0.79,Review Required
C00004625,Good,0.95,Review Not Required
C00004626,Good,0.73,Review Required
C00004627,Good,0.75,Review Required
C00004628,Good,0.88,Review Not Required
C00004629,Bad,0.74,Review Required
C00004630,Good,0.8,Review Not Required
C00004631,Good,0.99,Review Not Required
C00004632,Good,0.91,Review Not Required
C00004633,Good,0.93,Review Not Required
C00004634,Good,0.8,Review Not Required
C00004635,Bad,0.86,Review Not Required
C00004636,Good,0.83,Review Not Required
C00004637,Bad,0.93,Review Not Required
C00004638,Good,0.81,Review Not Required
C00004639,Bad,0.81,Review Not Required
C00004640,Bad,0.83,Review Not Required
C00004641,Good,0.89,Review Not Required
C00004642,Bad,0.93,Review Not Required
C00004643,Bad,0.93,Review Not Required
C00004644,Good,0.87,Review Not Required
C00004647,Bad,0.86,Review Not Required
C00004648,Bad,0.92,Review Not Required
C00004649,Bad,0.96,Review Not Required
C00004650,Bad,0.85,Review Not Required
C00004651,Good,0.8,Review Not Required
C00004652,Good,0.78,Review Required
C00004653,Bad,0.94,Review Not Required
C00004654,Bad,0.76,Review Required
C00004655,Good,0.94,Review Not Required
C00004656,Bad,0.78,Review Required
C00004657,Good,0.99,Review Not Required
C00004658,Good,0.91,Review Not Required
C00004659,Bad,0.73,Review Required
C00004660,Good,0.96,Review Not Required
C00004661,Good,0.74,Review Required
C00004662,Bad,0.79,Review Required
C00004663,Bad,0.84,Review Not Required
C00004664,Bad,0.9,Review Not Required
C00004665,Bad,0.86,Review Not Required
C00004666,Bad,0.87,Review Not Required
C00004667,Good,0.92,Review Not Required
C00004668,Good,1,Review Not Required
C00004670,Good,0.9,Review Not Required
C00004671,Good,0.85,Review Not Required
C00004672,Bad,0.93,Review Not Required
C00004673,Good,0.81,Review Not Required
C00004674,Bad,0.76,Review Required
C00004675,Bad,0.87,Review Not Required
C00004677,Good,0.82,Review Not Required
C00004678,Bad,0.89,Review Not Required
C00004679,Bad,0.92,Review Not Required
C00004680,Good,0.94,Review Not Required
C00004681,Bad,0.96,Review Not Required
C00004682,Bad,0.88,Review Not Required
C00004683,Bad,0.82,Review Not Required
C00004684,Bad,0.97,Review Not Required
C00004685,Good,0.8,Review Not Required
C00004686,Bad,0.96,Review Not Required
C00004687,Bad,0.92,Review Not Required
C00004688,Bad,0.88,Review Not Required
C00004689,Good,0.91,Review Not Required
C00004690,Bad,0.87,Review Not Required
C00004691,Bad,0.82,Review Not Required
C00004692,Good,0.98,Review Not Required
C00004693,Good,0.98,Review Not Required
C00004694,Good,0.86,Review Not Required
C00004695,Good,0.85,Review Not Required
C00004696,Bad,0.8,Review Not Required
C00004697,Good,0.9,Review Not Required
C00004698,Good,0.74,Review Required
C00004699,Good,0.98,Review Not Required
C00004700,Good,0.89,Review Not Required
C00004701,Good,0.84,Review Not Required
C00004704,Good,0.88,Review Not Required
C00004705,Bad,0.99,Review Not Required
C00004706,Good,0.87,Review Not Required
C00004707,Good,0.73,Review Required
C00004708,Bad,0.91,Review Not Required
C00004709,Bad,0.93,Review Not Required
C00004710,Bad,0.83,Review Not Required
C00004711,Good,0.83,Review Not Required
C00004712,Good,0.96,Review Not Required
C00004713,Bad,0.93,Review Not Required
C00004714,Good,0.82,Review Not Required
C00004715,Bad,0.8,Review Not Required
C00004716,Bad,0.91,Review Not Required
C00004717,Good,0.81,Review Not Required
C00004718,Good,0.97,Review Not Required
C00004719,Good,0,Review Required
C00004720,Good,0.72,Review Required
C00004721,Good,0.91,Review Not Required
C00004722,Bad,0.94,Review Not Required
C00004723,Bad,0.8,Review Not Required
C00004724,Good,0.95,Review Not Required
C00004725,Bad,0.78,Review Required
C00004726,Bad,0.93,Review Not Required
C00004727,Good,0.91,Review Not Required
C00004728,Good,0.83,Review Not Required
C00004729,Bad,0.96,Review Not Required
C00004730,Bad,0.82,Review Not Required
C00004731,Good,0.77,Review Required
C00004732,Good,0.81,Review Not Required
C00004733,Good,0.85,Review Not Required
C00004734,Good,0.85,Review Not Required
C00004735,Good,0.72,Review Required
C00004736,Good,0.81,Review Not Required
C00004737,Good,0.9,Review Not Required
C00004739,Bad,0.93,Review Not Required
C00004740,Good,0.92,Review Not Required
C00004741,Good,0.81,Review Not Required
C00004742,Bad,0.98,Review Not Required
C00004743,Good,0.8,Review Not Required
C00004744,Bad,0.99,Review Not Required
C00004745,Good,0.99,Review Not Required
C00004746,Good,0.75,Review Required
C00004747,Good,0.87,Review Not Required
C00004748,Bad,0.77,Review Required
C00004749,Bad,0.77,Review Required
C00004750,Bad,0.92,Review Not Required
C00004751,Good,0.88,Review Not Required
C00004752,Good,0.81,Review Not Required
C00004753,Good,0.91,Review Not Required
C00004754,Bad,0.72,Review Required
C00004755,Bad,0.84,Review Not Required
C00004756,Bad,0.77,Review Required
C00004757,Good,0.8,Review Not Required
C00004758,Bad,0.94,Review Not Required
C00004759,Bad,0.97,Review Not Required
C00004760,Bad,0.88,Review Not Required
C00004761,Bad,0.84,Review Not Required
C00004762,Good,0.81,Review Not Required
C00004763,Bad,0.96,Review Not Required
C00004764,Bad,0.82,Review Not Required
C00004765,Good,0.92,Review Not Required
C00004766,Good,0.77,Review Required
C00004767,Bad,0.83,Review Not Required
C00004768,Bad,0.94,Review Not Required
C00004769,Bad,0.86,Review Not Required
C00004770,Good,0.84,Review Not Required
C00004771,Bad,0.92,Review Not Required
C00004772,Good,0.88,Review Not Required
C00004773,Good,0.92,Review Not Required
C00004774,Bad,0.87,Review Not Required
C00004775,Bad,0.81,Review Not Required
C00004776,Good,0.95,Review Not Required
C00004777,Bad,0.88,Review Not Required
C00004778,Good,0.72,Review Required
C00004779,Bad,0.86,Review Not Required
C00004780,Good,0.81,Review Not Required
C00004781,Good,0.96,Review Not Required
C00004782,Bad,0.85,Review Not Required
C00004783,Bad,0.79,Review Required
C00004784,Bad,0.82,Review Not Required
C00004785,Good,0.75,Review Required
C00004786,Bad,0.97,Review Not Required
C00004787,Bad,0.8,Review Not Required
C00004788,Good,0.8,Review Not Required
C00004789,Bad,1,Review Not Required
C00004790,Good,0.76,Review Required
C00004791,Good,0.93,Review Not Required
C00004792,Bad,0.75,Review Required
C00004793,Bad,0.82,Review Not Required
C00004794,Good,0.72,Review Required
C00004795,Good,0.85,Review Not Required
C00004796,Good,0.75,Review Required
C00004797,Bad,1,Review Not Required
C00004798,Good,0.76,Review Required
C00004799,Good,1,Review Not Required
C00004800,Bad,0.85,Review Not Required
C00004801,Good,0.75,Review Required
C00004802,Good,0.72,Review Required
C00004803,Good,0.95,Review Not Required
C00004804,Good,1,Review Not Required
C00004805,Good,0.95,Review Not Required
C00004806,Good,0.9,Review Not Required
C00004807,Bad,0.97,Review Not Required
C00004808,Good,0.9,Review Not Required
C00004809,Bad,0.92,Review Not Required
C00004810,Good,0.95,Review Not Required
C00004811,Good,0.92,Review Not Required
C00004812,Bad,0.82,Review Not Required
C00004813,Good,0.93,Review Not Required
C00004814,Bad,0.98,Review Not Required
C00004815,Good,0.8,Review Not Required
C00004816,Good,0.89,Review Not Required
C00004817,Bad,0.79,Review Required
C00004818,Good,0.86,Review Not Required
C00004819,Bad,0.86,Review Not Required
C00004820,Bad,0.89,Review Not Required
C00004821,Bad,0.84,Review Not Required
C00004822,Bad,0.93,Review Not Required
C00004823,Bad,0.84,Review Not Required
C00004824,Bad,0.84,Review Not Required
C00004826,Bad,0.94,Review Not Required
C00004831,Bad,0.77,Review Required
C00004832,Bad,0.91,Review Not Required
C00004833,Good,0.97,Review Not Required
C00004836,Good,0.78,Review Required
C00004837,Bad,0.74,Review Required
C00004853,Good,0.81,Review Not Required
C00004861,Good,0.84,Review Not Required
C00004862,Bad,0.8,Review Not Required
C00004863,Good,0.93,Review Not Required
C00004877,Good,0.72,Review Required
C00004882,Good,0.78,Review Required
C00004886,Bad,0.79,Review Required
C00004892,Good,0.74,Review Required
C00004901,Good,0.99,Review Not Required
C00004904,Bad,0.95,Review Not Required
C00004906,Bad,0.83,Review Not Required
C00004907,Bad,0.89,Review Not Required
C00004915,Bad,0.82,Review Not Required
C00004916,Bad,0.95,Review Not Required
C00004918,Bad,0.95,Review Not Required
C00004919,Good,0.98,Review Not Required
C00004923,Bad,0.84,Review Not Required
C00004925,Bad,0.81,Review Not Required
C00004927,Good,0.94,Review Not Required
C00004928,Good,0.88,Review Not Required
C00004929,Good,0.91,Review Not Required
C00004930,Good,0.76,Review Required
C00004937,Good,0.72,Review Required
C00004941,Bad,0,Review Required
C00004942,Good,0.96,Review Not Required
C00004944,Bad,0.95,Review Not Required
C00004949,Good,1,Review Not Required
C00004956,Good,0.87,Review Not Required
C00004959,Good,0.84,Review Not Required
C00004961,Bad,0.99,Review Not Required
C00004968,Good,0.91,Review Not Required
C00004969,Bad,0.89,Review Not Required
C00004972,Bad,0.91,Review Not Required
C00004974,Good,0.9,Review Not Required
C00004975,Bad,0.8,Review Not Required
C00004976,Good,0.8,Review Not Required
C00004979,Bad,0.95,Review Not Required
C00004989,Good,0.81,Review Not Required
C00004992,Good,0.87,Review Not Required
C00004993,Bad,1,Review Not Required
C00004994,Bad,0.83,Review Not Required
C00005002,Bad,0.86,Review Not Required
C00005010,Bad,0.94,Review Not Required
C00005012,Bad,0.74,Review Required
C00005013,Bad,0.78,Review Required
C00005016,Bad,0.83,Review Not Required
C00005028,Bad,0.99,Review Not Required
C00005030,Good,0.91,Review Not Required
C00005046,Good,0.78,Review Required
C00005050,Bad,0.92,Review Not Required
C00005056,Bad,0.99,Review Not Required
C00005067,Good,0.72,Review Required
C00005072,Good,0.88,Review Not Required
C00005081,Good,0.86,Review Not Required
C00005093,Bad,0.9,Review Not Required
C00005107,Good,0.74,Review Required
C00005108,Good,0.89,Review Not Required
C00005111,Bad,0.77,Review Required
C00005117,Good,0.81,Review Not Required
C00005126,Good,0.92,Review Not Required
C00005127,Good,0.85,Review Not Required
C00005128,Good,0.8,Review Not Required
C00005132,Good,0.88,Review Not Required
C00005133,Good,0.89,Review Not Required
C00005134,Good,0.91,Review Not Required
C00005137,Bad,0.84,Review Not Required
C00005138,Good,0.92,Review Not Required
C00005141,Bad,0.81,Review Not Required
C00005143,Good,0.74,Review Required
C00005144,Good,0.88,Review Not Required
C00005145,Good,0.9,Review Not Required
C00005149,Good,0.92,Review Not Required
C00005152,Good,0.85,Review Not Required
C00005159,Bad,0.87,Review Not Required
C00005163,Good,0.91,Review Not Required
C00005164,Bad,0.94,Review Not Required
C00005171,Good,0.74,Review Required
C00005175,Bad,0.95,Review Not Required
C00005180,Good,0.97,Review Not Required
C00005189,Bad,0.88,Review Not Required
C00005200,Good,0.95,Review Not Required
C00005201,Bad,0.86,Review Not Required
C00005203,Good,0.82,Review Not Required
C00005204,Good,0.94,Review Not Required
C00005212,Bad,0.76,Review Required
C00005213,Bad,0.73,Review Required
C00005214,Good,0.72,Review Required
C00005215,Good,0.85,Review Not Required
C00005217,Good,0.87,Review Not Required
C00005223,Good,0.98,Review Not Required
C00005224,Good,0.95,Review Not Required
C00005232,Bad,0.92,Review Not Required
C00005233,Good,0.96,Review Not Required
C00005236,Good,0.93,Review Not Required
C00005237,Good,0.89,Review Not Required
C00005240,Bad,0.78,Review Required
C00005241,Good,0.9,Review Not Required
C00005243,Good,0.95,Review Not Required
C00005245,Bad,0.86,Review Not Required
C00005246,Good,0.78,Review Required
C00005247,Bad,0.94,Review Not Required
C00005249,Bad,0.86,Review Not Required
C00005253,Bad,0.91,Review Not Required
C00005254,Bad,0.74,Review Required
C00005263,Good,0.87,Review Not Required
C00005273,Bad,0.9,Review Not Required
C00005275,Bad,0.86,Review Not Required
C00005277,Good,0.99,Review Not Required
C00005281,Bad,0.73,Review Required
C00005283,Good,0.91,Review Not Required
C00005284,Good,0.79,Review Required
C00005287,Good,0.95,Review Not Required
C00005308,Bad,0.74,Review Required
C00005312,Good,0.81,Review Not Required
C00005313,Good,0.82,Review Not Required
C00005318,Good,0.85,Review Not Required
C00005319,Bad,0.89,Review Not Required
C00005320,Bad,0.76,Review Required
C00005321,Bad,0.93,Review Not Required
C00005322,Good,0.97,Review Not Required
C00005323,Good,0.91,Review Not Required
C00005325,Bad,0.99,Review Not Required
C00005326,Good,0.9,Review Not Required
C00005333,Good,0.89,Review Not Required
C00005334,Bad,0.94,Review Not Required
C00005337,Good,0.83,Review Not Required
C00005338,Good,0.82,Review Not Required
C00005347,Bad,1,Review Not Required
C00005352,Bad,0.97,Review Not Required
C00005353,Good,0.86,Review Not Required
C00005354,Bad,0.92,Review Not Required
C00005358,Good,0.72,Review Required
C00005362,Good,0.96,Review Not Required
C00005364,Good,0.83,Review Not Required
C00005365,Good,0.85,Review Not Required
C00005366,Bad,0.86,Review Not Required
C00005367,Good,0.74,Review Required
C00005374,Bad,0.86,Review Not Required
C00005376,Good,0.82,Review Not Required
C00005379,Good,0.81,Review Not Required
C00005384,Good,0.72,Review Required
C00005385,Bad,0.77,Review Required
C00005389,Bad,0.76,Review Required
C00005392,Bad,0.99,Review Not Required
C00005393,Good,0.92,Review Not Required
C00005395,Bad,0.89,Review Not Required
C00005397,Bad,0.91,Review Not Required
C00005398,Good,0.95,Review Not Required
C00005399,Bad,0.85,Review Not Required
C00005402,Bad,0,Review Required
C00005404,Bad,0.83,Review Not Required
C00005409,Bad,0.95,Review Not Required
C00005413,Good,0.81,Review Not Required
C00005420,Bad,0.94,Review Not Required
C00005433,Bad,0.76,Review Required
C00005441,Good,0.97,Review Not Required
C00005445,Good,0.96,Review Not Required
C00005450,Bad,0.89,Review Not Required
C00005460,Bad,0.97,Review Not Required
C00005461,Good,0.84,Review Not Required
C00005462,Bad,0.85,Review Not Required
C00005468,Good,0.89,Review Not Required
C00005469,Bad,0.78,Review Required
C00005472,Good,0.73,Review Required
C00005473,Bad,0.92,Review Not Required
C00005478,Bad,0.93,Review Not Required
C00005487,Good,0.81,Review Not Required
C00005517,Good,0.94,Review Not Required
C00005521,Good,0.91,Review Not Required
C00005526,Bad,0.91,Review Not Required
C00005527,Bad,0.97,Review Not Required
C00005530,Good,0.86,Review Not Required
C00005531,Good,0.85,Review Not Required
C00005539,Good,0.85,Review Not Required
C00005563,Bad,0.84,Review Not Required
C00005565,Bad,0.94,Review Not Required
C00005574,Good,0.82,Review Not Required
C00005579,Bad,0.96,Review Not Required
C00005580,Good,0.92,Review Not Required
C00005606,Good,1,Review Not Required
C00005617,Bad,0.78,Review Required
C00005618,Good,0.84,Review Not Required
C00005642,Bad,0.85,Review Not Required
C00005684,Bad,0.91,Review Not Required
C00005699,Bad,0.85,Review Not Required
C00005701,Bad,0.88,Review Not Required
C00005704,Good,0.95,Review Not Required
C00005722,Good,0.88,Review Not Required
C00005727,Good,0.91,Review Not Required
C00005736,Good,0.97,Review Not Required
C00005753,Good,0.93,Review Not Required
C00005760,Bad,0.85,Review Not Required
C00005761,Bad,0.96,Review Not Required
C00005774,Bad,0.89,Review Not Required
C00005775,Bad,0.8,Review Not Required
C00005788,Good,0.83,Review Not Required
C00005801,Good,0.85,Review Not Required
C00005826,Bad,0.9,Review Not Required
C00005827,Bad,0.94,Review Not Required
C00005858,Bad,0.91,Review Not Required
C00005859,Bad,0.91,Review Not Required
C00005860,Good,0.89,Review Not Required
C00005866,Bad,0.86,Review Not Required
C00005873,Bad,0.83,Review Not Required
C00005911,Good,0.92,Review Not Required
C00005928,Good,0.91,Review Not Required
C00005965,Good,0.9,Review Not Required
C00005977,Bad,0.86,Review Not Required
C00005978,Bad,0.76,Review Required
C00006001,Good,0.75,Review Required
C00006015,Good,0.9,Review Not Required
C00006033,Good,0.95,Review Not Required
C00006034,Bad,0.77,Review Required
C00006039,Good,0.91,Review Not Required
C00006040,Bad,0.95,Review Not Required
C00006042,Good,0.84,Review Not Required
C00006052,Good,0.87,Review Not Required
C00006067,Bad,0,Review Required
C00006077,Bad,0.73,Review Required
C00006112,Good,1,Review Not Required
C00006114,Bad,0.8,Review Not Required
C00006115,Good,0.97,Review Not Required
C00006122,Good,0.81,Review Not Required
C00006144,Bad,0.93,Review Not Required
C00006175,Bad,0.97,Review Not Required
C00006178,Bad,0.82,Review Not Required
C00006183,Good,0.93,Review Not Required
C00006185,Bad,0.74,Review Required
C00006186,Good,0.82,Review Not Required
C00006191,Bad,0.87,Review Not Required
C00006196,Good,0.86,Review Not Required
C00006235,Bad,0.77,Review Required
C00006255,Bad,0.94,Review Not Required
C00006256,Bad,0.84,Review Not Required
C00006257,Good,0.78,Review Required
C00006272,Bad,1,Review Not Required
C00006275,Bad,0.95,Review Not Required
C00006299,Good,0.76,Review Required
C00006301,Good,0.87,Review Not Required
C00006317,Good,0.82,Review Not Required
C00006318,Bad,0.73,Review Required
C00006342,Bad,0.91,Review Not Required
C00006349,Good,0.87,Review Not Required
C00006359,Bad,0.92,Review Not Required
C00006363,Good,0.75,Review Required
C00006366,Good,0.86,Review Not Required
C00006367,Good,0.94,Review Not Required
C00006383,Good,0.76,Review Required
C00006391,Bad,0.84,Review Not Required
C00006408,Good,0.91,Review Not Required
C00006417,Good,1,Review Not Required
C00006422,Good,0.72,Review Required
C00006452,Bad,0.72,Review Required
C00006468,Bad,0.9,Review Not Required
C00006469,Good,0.76,Review Required
C00006473,Good,0.91,Review Not Required
C00006474,Good,0.79,Review Required
C00006478,Good,0.9,Review Not Required
C00006481,Good,0.95,Review Not Required
C00006485,Bad,0.77,Review Required
C00006499,Bad,0.86,Review Not Required
C00006501,Bad,0.78,Review Required
C00006511,Good,0.91,Review Not Required
C00006544,Bad,0.9,Review Not Required
C00006545,Bad,0.72,Review Required
C00006546,Bad,0.81,Review Not Required
C00006551,Bad,0.82,Review Not Required
C00006552,Bad,0.72,Review Required
C00006567,Bad,0.92,Review Not Required
C00006571,Bad,0.91,Review Not Required
C00006604,Good,0.91,Review Not Required
C00006610,Good,0.86,Review Not Required
C00006616,Bad,0.86,Review Not Required
C00006619,Bad,0.94,Review Not Required
C00006644,Bad,0.91,Review Not Required
C00006691,Good,0.9,Review Not Required
C00006698,Good,0.83,Review Not Required
C00006729,Bad,0.96,Review Not Required
C00006731,Good,0.83,Review Not Required
C00006749,Bad,0.91,Review Not Required
C00006750,Bad,0.91,Review Not Required
C00006753,Good,0.89,Review Not Required
C00006764,Good,0.88,Review Not Required
C00006789,Bad,0.8,Review Not Required
C00006798,Good,0.72,Review Required
C00006803,Bad,0.74,Review Required
C00006804,Good,0.91,Review Not Required
C00006827,Bad,0.99,Review Not Required
C00006829,Good,0.76,Review Required
C00006844,Good,0.78,Review Required
C00006886,Bad,0.84,Review Not Required
C00006892,Bad,0.89,Review Not Required
C00006893,Good,0.95,Review Not Required
C00006895,Good,0.93,Review Not Required
C00006906,Good,0.79,Review Required
C00006922,Good,0.74,Review Required
C00006924,Good,0.84,Review Not Required
C00006936,Good,1,Review Not Required
C00006944,Good,0.87,Review Not Required
C00006946,Good,0.87,Review Not Required
C00006967,Good,0.72,Review Required
C00006978,Bad,0.95,Review Not Required
C00006987,Bad,0.81,Review Not Required
C00007010,Bad,0.8,Review Not Required
C00007011,Good,0.83,Review Not Required
C00007043,Good,0.88,Review Not Required
C00007065,Bad,0.87,Review Not Required
C00007100,Good,0.92,Review Not Required
C00007102,Good,0.92,Review Not Required
C00007112,Good,0.73,Review Required
C00007127,Bad,0.91,Review Not Required
C00007150,Bad,0.83,Review Not Required
C00007166,Good,0.75,Review Required
C00007186,Good,0.92,Review Not Required
C00007195,Bad,0.76,Review Required
C00007234,Good,0.82,Review Not Required
C00007241,Good,0.72,Review Required
C00007286,Bad,0.96,Review Not Required
C00007291,Bad,0.89,Review Not Required
C00007299,Good,0.87,Review Not Required
C00007311,Bad,0.88,Review Not Required
C00007324,Bad,0.96,Review Not Required
C00007325,Bad,0.94,Review Not Required
C00007327,Bad,0.82,Review Not Required
C00007339,Good,0.82,Review Not Required
C00007348,Bad,0.87,Review Not Required
C00007366,Bad,0.99,Review Not Required
C00007390,Bad,0.81,Review Not Required
C00007411,Good,0.72,Review Required
C00007412,Bad,0.89,Review Not Required
C00007422,Bad,0.83,Review Not Required
C00007423,Good,0.75,Review Required
C00007434,Bad,0.82,Review Not Required
C00007435,Bad,0.91,Review Not Required
C00007521,Bad,0.87,Review Not Required
C00007567,Bad,0.94,Review Not Required
C00007576,Bad,0.91,Review Not Required
C00007586,Bad,0.8,Review Not Required
C00007594,Bad,0.97,Review Not Required
C00007614,Good,0.73,Review Required
C00007632,Good,0.9,Review Not Required
C00007672,Good,0.9,Review Not Required
C00007678,Good,0.76,Review Required
C00007683,Bad,0.9,Review Not Required
C00007723,Bad,1,Review Not Required
C00007724,Bad,0.84,Review Not Required
C00007727,Good,0.76,Review Required
C00007753,Bad,0.87,Review Not Required
C00007765,Good,0.83,Review Not Required
C00007772,Bad,0.88,Review Not Required
C00007787,Good,1,Review Not Required
C00007796,Good,0.81,Review Not Required
C00007797,Bad,0.93,Review Not Required
C00007800,Bad,0.95,Review Not Required
